"","pac_name_affiliate","country","parent","total","dems","repubs","year"
"2136","Recurrent Energy","Canada","Canadian Solar",5000,0,5000,2020
"2137","RELX Inc","UK","RELX Group",244000,110000,134000,2020
"2138","Resolute FP US","Canada","Resolute Forest Products",88000,15500,72500,2020
"2139","Reynolds American (British American Tobacco)","UK","British American Tobacco plc",386460,66500,319960,2020
"2140","Rio Tinto America","UK","Rio Tinto Group",13000,7500,5500,2020
"2141","Roche Diagnostics (Roche Holdings)","Switzerland","Roche Holdings",43500,12500,31000,2020
"2142","Rolls-Royce North America (Rolls-Royce PLC)","UK","Rolls-Royce PLC",258500,97500,161000,2020
"2143","Sabic Innovative Plastics","Saudi Arabia","SABIC",5500,2000,3500,2020
"2144","Safelite Group","Belgium","D'Ieteren SA",4800,-1000,5800,2020
"2145","Samsung Electronics America","South Korea","Samsung Group",297000,171000,126000,2020
"2146","Sanofi US (Sanofi)","France","Sanofi",298500,114000,184500,2020
"2147","Santander Bank (Banco Santander)","Spain","Banco Santander",114500,53000,61500,2020
"2148","SAP America","Germany","SAP SE",30500,21000,9500,2020
"2149","Schwan's Co","South Korea","CJ CheilJedang",194000,71000,123000,2020
"2150","Securitas Security Services USA","Sweden","Securitas AB",0,0,0,2020
"2151","Serco Inc","UK","Serco Group",141500,71500,70000,2020
"2152","Shell Oil","Netherlands","Royal Dutch Shell",5000,1000,4000,2020
"2153","Shire Holdings US (Takeda Pharmaceutical Co)","Japan","Takeda Pharmaceutical Co",-12500,-1500,-11000,2020
"2154","Siemens Corp","Germany","Siemens AG",127250,76750,50500,2020
"2155","Smith & Nephew","UK","Smith & Nephew Plc",93500,39000,54500,2020
"2156","Smithfield Foods","China","WH Group",95500,25000,70500,2020
"2157","Smiths Group Services Corp (Smiths Group)","UK","Smiths Group PLC",65500,30500,35000,2020
"2158","Sodexo Inc","France","Sodexo",3000,0,3000,2020
"2159","Solvay America","Belgium","Solvay SA",34000,12500,21500,2020
"2160","Sony Music Entertainment (Sony Corp)","Japan","Sony Corp",12500,7500,5000,2020
"2161","Sony Pictures Entertainment (Sony Corp)","Japan","Sony Corp",93500,63000,30500,2020
"2162","Spark Therapeutics (Roche Holdings)","Switzerland","Roche Holdings",11500,4500,7000,2020
"2163","SSAB Americas","Sweden","SSAB AB",27000,7500,19500,2020
"2164","Standard Insurance Co","Japan","Meiji Yasuda Life Insurance",3500,0,3500,2020
"2165","Steris Corp","UK","Steris PLC",72750,12500,60250,2020
"2166","SUEZ Water","France","SUEZ Environnement",5500,4500,1000,2020
"2167","Sun Life Financial (Sun Life Financial)","Canada","Sun Life Financial",112500,66500,43500,2020
"2168","Sunovion Pharmaceuticals (Sumitomo Chemical)","Japan","Sumitomo Chemical",88000,41000,47000,2020
"2169","Sunpower Corp","France","Total SA",24000,23500,500,2020
"2170","Swedish Match North America (Swedish Match AB)","Sweden","Swedish Match AB",3500,0,3500,2020
"2171","Swiss Re America","Switzerland","Swiss Reinsurance",30500,17500,13000,2020
"2172","Syngenta Corp","China","ChemChina",143000,61000,82000,2020
"2173","Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co)","Japan","Takeda Pharmaceutical Co",136000,66000,70000,2020
"2174","Tate & Lyle Americas (Tate & Lyle)","UK","Tate & Lyle",14750,3500,11250,2020
"2175","TD Bank USA","Canada","Toronto-Dominion Bank",171200,80200,91000,2020
"2176","TE Connectivity","Switzerland","TE Connectivity",114500,61000,53500,2020
"2177","TECO Energy","Canada","Emera Inc",31000,8500,22500,2020
"2178","Teva Pharmaceuticals USA","Israel","Teva Pharmaceutical Industries",77300,44300,33000,2020
"2179","Toyota Motor North America","Japan","Toyota Motor Corp",1161642,583000,578642,2020
"2180","Trane Technologies","Ireland","Trane Technologies",6800,2000,4800,2020
"2181","TransAmerica","Netherlands","Aegon NV",504000,243500,259500,2020
"2182","Transcanada USA Services (TC Energy)","Canada","TC Energy",142500,58500,84000,2020
"2183","Travelport Inc","UK","Travelport Ltd",0,0,0,2020
"2184","UBS Americas","Switzerland","UBS AG",1615000,802500,812500,2020
"2185","UCB Inc (UCB SA)","Belgium","UCB SA",35000,13500,21500,2020
"2186","Ultra Electronics USA","UK","Ultra Electronics",41500,14000,27500,2020
"2187","Universal Music Group (Vivendi)","France","Vivendi",128750,73000,55750,2020
"2188","Valent USA (Sumitomo Chemical)","Japan","Sumitomo Chemical",14000,8500,5500,2020
"2189","VNA Holding (AB Volvo)","Sweden","AB Volvo",112500,48000,64500,2020
"2190","VT Halter Marine","Singapore","ST Engineering",11200,0,11200,2020
"2191","Washington Gas Light Co (AltaGas Ltd)","Canada","AltaGas Ltd",25500,18500,7000,2020
"2192","Westinghouse Electric","Canada","Brookfield Business Partners",43500,8000,35500,2020
"2193","Wexler & Walker Public Policy Assoc (WPP Group)","UK","WPP Group",0,0,0,2020
"2194","WSP USA","Canada","WSP Global",147250,108750,38500,2020
"2195","XL America (AXA)","France","AXA",0,0,0,2020
"2196","ZF Automotive US (ZF Friedrichshafen AG)","Germany","ZF Friedrichshafen AG",24500,14500,10000,2020
"2197","Zurich Insurance (Zurich Insurance Group)","Switzerland","Zurich Insurance Group",267500,143000,124500,2020
"2198","Accenture (Accenture)","Ireland","Accenture plc",3000,0,3000,2022
"2199","Acreage Holdings","Canada","Acreage Holdings",0,0,0,2022
"2200","Air Liquide America","France","L'Air Liquide SA",17300,14800,2500,2022
"2201","Airbus Group","Netherlands","Airbus Group",193500,82500,111000,2022
"2202","Alexion Pharmaceuticals (AstraZeneca PLC)","UK","AstraZeneca PLC",186250,104000,82250,2022
"2203","Alkermes Inc","Ireland","Alkermes Plc",84500,34500,50000,2022
"2204","Allianz of America (Allianz)","Germany","Allianz AG Holding",31500,20500,11000,2022
"2205","AMG Vanadium","Netherlands","AMG Advanced Metallurgical Group",2525,0,2525,2022
"2206","Anheuser-Busch (Anheuser-Busch InBev)","Belgium","Anheuser-Busch InBev",457500,218000,239500,2022
"2207","AON Corp (AON plc)","UK","AON PLC",98500,52000,46500,2022
"2208","APL Maritime (CMA CGM)","France","CMA CGM SA",19000,8000,11000,2022
"2209","Aptiv PLC","Ireland","Aptiv PLC",10350,5350,5000,2022
"2210","Arcadis US (Arcadis NV)","Netherlands","Arcadis NV",1000,0,1000,2022
"2211","Arch Capital Group (US)","UK","Arch Capital Group",8500,5500,3000,2022
"2212","Arkema Inc","France","Arkema",51500,27000,24500,2022
"2213","Ashton Woods Homes","Canada","Great Gulf Group",2500,0,2500,2022
"2214","Assured Guaranty Municipal Corp (Assured Guaranty Corp)","UK","Assured Guaranty Ltd",112100,55500,56600,2022
"2215","Astellas US","Japan","Astellas Pharma",145500,63500,82000,2022
"2216","AstraZeneca Pharmaceuticals (AstraZeneca PLC)","UK","AstraZeneca PLC",310750,128500,182250,2022
"2217","Atkins North America","UK","SNC-Lavalin",18000,5000,13000,2022
"2218","Austal USA","Australia","Austal Ltd",50200,5000,45200,2022
"2219","Avangrid Inc (Iberdrola SA)","Spain","Iberdrola SA",155000,103000,52000,2022
"2220","Bacardi USA","UK","Bacardi Ltd",46200,19500,25700,2022
"2221","BAE Systems (BAE Systems)","UK","BAE Systems",739500,320000,419500,2022
"2222","Barclays Group US","UK","Barclays plc",123000,49500,73500,2022
"2223","Barrick Goldstrike Mines","Canada","Barrick Gold Corp",14500,11000,3500,2022
"2224","BASF Corp","Germany","BASF SE",412000,222000,190000,2022
"2225","Bayer Corp (Bayer AG)","Germany","Bayer AG",209500,117500,92000,2022
"2226","Beam Suntory (Suntory Holdings)","Japan","Suntory Holdings",46000,26000,20000,2022
"2227","BMO Financial Corp (Bank of Montreal)","Canada","Bank of Montreal",0,0,0,2022
"2228","BMO Financial Corp (Bank of Montreal)","Canada","Bank of Montreal",193000,101000,92000,2022
"2229","Boehringer Ingelheim Corp","Germany","CH Boehringer Sohn",182900,86900,96000,2022
"2230","Bombardier Aerospace (Bombardier Inc)","Canada","Bombardier Inc",36500,16500,20000,2022
"2231","BP North America","UK","BP PLC",-2000,0,-2000,2022
"2232","Bridgestone Americas","Japan","Bridgestone Corp",29500,15000,14500,2022
"2233","Bumble Bee Foods (FCF Co)","Taiwan","FCF Co",6000,6000,0,2022
"2234","CAE USA","Canada","CAE Inc",11000,6000,5000,2022
"2235","CalPortland Co","Japan","Taiheiyo Cement Co",214000,13000,201000,2022
"2236","Carmeuse Lime","Netherlands","Carmeuse SA",1000,0,1000,2022
"2237","Case New Holland","Netherlands","CNH Industrial",101000,5000,96000,2022
"2238","CEMEX Inc","Mexico","CEMEX SAB de CV",42500,16500,26000,2022
"2239","CGI Technologies & Solutions","Canada","CGI Group",48000,40000,8000,2022
"2240","Chubb Group of Insurance Companies","Switzerland","Chubb Ltd",98000,51500,46500,2022
"2241","CIBC Bancorp","Canada","Canadian Imperial Bank of Commerce",2000,2000,0,2022
"2242","Cirrus Aircraft Corp","China","Aviation Industry Corp of China",0,0,0,2022
"2243","Continental Automotive Systems (Continental AG)","Germany","Continental AG",59000,31000,28000,2022
"2244","Covestro LLC (Covestro AG)","Germany","Covestro AG",14000,9500,4500,2022
"2245","Credit Suisse Securities","Switzerland","Credit Suisse Group",55000,25000,30000,2022
"2246","CRH Americas (CRH PLC)","Ireland","CRH PLC",549600,208500,341100,2022
"2247","Cronos USA","Canada","Cronos Group",33000,21000,12000,2022
"2248","CSL Behring","Australia","CSL Ltd",55100,32700,22400,2022
"2249","Delhaize America","Belgium","Ahold Delhaize",43500,19000,24500,2022
"2250","Deutsche Bank Securities","Germany","Deutsche Bank AG",0,0,0,2022
"2251","Diageo North America (Diageo PLC)","UK","Diageo PLC",17575,12575,5000,2022
"2252","Eaton Corp (Eaton Corp)","Ireland","Eaton Plc",52353,24500,27853,2022
"2253","EDF Renewables (EDF Group)","France","EDF Group",38000,32500,5500,2022
"2254","EDP Renewables NA","Portugal","EDP - Energias de Portugal",22000,20500,1500,2022
"2255","Eisai Inc","Japan","Eisai Co Ltd",23100,11300,11800,2022
"2256","Elbit Systems of America","Israel","Elbit Systems Ltd",63000,16500,46500,2022
"2257","Electrolux Home Products","Sweden","AB Electrolux",4500,1500,3000,2022
"2258","Elekta Inc (Elekta AB)","Sweden","Elekta AB",88100,41500,46600,2022
"2259","Embraer Aircraft Holdings","Brazil","Embraer-Empresa Brasileira de Aeronautic",61000,18500,42500,2022
"2260","EMD Serono Inc","Germany","Merck KGaA",149500,80000,69500,2022
"2261","Empire District Electric (Algonquin Power & Utilities)","Canada","Algonquin Power & Utilities",-1000,-1000,0,2022
"2262","Empower Retirement (Power Financial Corp)","Canada","Power Financial Corp",45500,18500,27000,2022
"2263","Enbridge Inc","Canada","Enbridge Inc",84500,23500,61000,2022
"2264","Endo Pharmaceuticals","Ireland","Endo International",0,0,0,2022
"2265","ENGIE North America","France","ENGIE",21500,17500,4000,2022
"2266","Ericsson Inc","Sweden","Telefonaktiebolaget LM Ericsson",117500,59500,58000,2022
"2267","Essent US Holdings","UK","Essent Group",10500,2500,8000,2022
"2268","Experian","UK","Experian",554500,256500,298000,2022
"2269","Farmers Group (Zurich Insurance Group)","Switzerland","Zurich Financial Services AG",262000,139000,123000,2022
"2270","Fincantieri Marinette Marine","Italy","Fincantieri-Cantieri Navali Italiani SpA",19500,11000,8500,2022
"2271","Finsbury Glover Hering (WPP Group)","UK","WPP Group",124250,71500,52750,2022
"2272","Florida East Coast Industries (SoftBank Corp)","Japan","SoftBank Corp",62000,20500,41500,2022
"2273","Florida East Coast Railway (Grupo Mexico)","Mexico","Grupo Mexico",2150,1850,300,2022
"2274","Framatome (EDF Group)","France","EDF Group",32000,15000,17000,2022
"2275","Fresenius Medical Care North America","Germany","Fresenius Medical Care",405500,180000,225500,2022
"2276","G4S Secure Solutions","UK","G4S plc",2900,2900,0,2022
"2277","Garmin International (Garmin Ltd)","Switzerland","Garmin Ltd",117000,39500,77500,2022
"2278","GE Appliances","China","Haier Group",23000,5000,18000,2022
"2279","Genentech Inc (Roche Holdings)","Switzerland","Roche Holdings",295000,154500,140500,2022
"2280","General Cigar Co","Sweden","Scandinavian Tobacco Group",500,0,500,2022
"2281","GenesisCare USA","Australia","GenesisCare",17000,9500,7500,2022
"2282","Gerdau Ameristeel Corp","Brazil","Gerdau Inc",14000,6000,8000,2022
"2283","Glanbia Foods (Glanbia PLC)","Ireland","Glanbia PLC",0,0,0,2022
"2284","Grand Trunk Western-Illinois Central RR","Canada","Canadian National Railway",22000,7000,15000,2022
"2285","Greyhound Lines","UK","FirstGroup PLC",10500,6000,4500,2022
"2286","GSK plc","UK","GlaxoSmithKline",205000,54000,151000,2022
"2287","Haleon plc","UK","Haleon plc",2500,0,2500,2022
"2288","Hannover Life Reassurance Co","Germany","Hannover Re",17500,10000,7500,2022
"2289","Hatch LTK (Hatch Ltd)","Canada","Hatch Ltd",5800,5800,0,2022
"2290","Headwaters Inc","Australia","Boral Ltd",10500,1000,9500,2022
"2291","Heineken USA","Netherlands","L'Arche Green NV",26000,14000,12000,2022
"2292","Herbalife Nutrition","UK","Herbalife Ltd",85500,35500,50000,2022
"2293","Holcim US (Holcim Group)","Switzerland","Holcim Group",37000,22000,15000,2022
"2294","Horizon Therapeutics","Ireland","Horizon Pharma PLC",149000,89000,60000,2022
"2295","HSBC North America (HSBC Holdings)","UK","HSBC Holdings",34500,11000,23500,2022
"2296","HSBC North America (HSBC Holdings)","UK","HSBC Holdings",61000,36500,24500,2022
"2297","IBI Group Engineering Services","Canada","IBI Group",150,0,150,2022
"2298","IDEMIA Identity & Security (IDEMIA)","France","IDEMIA",29900,6000,23900,2022
"2299","IGT Global Solutions","Italy","B&D Holding Di Marco Drago e C Sapa",42900,32900,10000,2022
"2300","Infineon Technologies","Germany","Infineon Technologies AG",20000,12500,7500,2022
"2301","Intelsat US","Luxembourg","Intelsat Holdings",49000,25500,23500,2022
"2302","Intergraph Corp","Sweden","Hexagon AB",2900,0,2900,2022
"2303","Ipsen Biopharmaceuticals","France","Ipsen SA",40000,22500,17500,2022
"2304","ITG Brands (Imperial Brands)","UK","Imperial Brands",14000,5500,8500,2022
"2305","Jackson National Life Insurance (Prudential PLC)","UK","Prudential PLC",169198,50998,118200,2022
"2306","Jackson National Life Insurance (Prudential PLC)","UK","Prudential PLC",87000,50000,37000,2022
"2307","JBS USA","Brazil","JBS SA",18500,7000,11500,2022
"2308","John Hancock Life Insurance","Canada","Manulife Financial",94500,58500,36000,2022
"2309","Johnson Controls (Johnson Controls International)","Ireland","Johnson Controls International",211500,117500,94000,2022
"2310","Komatsu Mining","Japan","Komatsu Ltd",20599,9500,11099,2022
"2311","Lanxess Corp (Lanxess AG)","Germany","Lanxess AG",0,0,0,2022
"2312","Lehigh Hanson","Germany","HeidelbergCement AG",102000,22500,79500,2022
"2313","Leonardo DRS","Italy","Leonardo SpA",204000,76500,127500,2022
"2314","Liberty Utilities (Algonquin Power & Utilities)","Canada","Algonquin Power & Utilities",0,0,0,2022
"2315","Lincare Holdings (Linde plc)","UK","Linde plc",23500,6000,17500,2022
"2316","Linde plc (Linde plc)","UK","Linde Plc",11000,11000,0,2022
"2317","Livanova USA","UK","Livanova Plc",6000,4000,2000,2022
"2318","Louis Dreyfus Co","Netherlands","Louis Dreyfus Group",2000,0,2000,2022
"2319","LSEG US","UK","London Stock Exchange Group",2000,2000,0,2022
"2320","Lundbeck Inc","Denmark","H Lundbeck A/S",127400,72400,55000,2022
"2321","LyondellBasell Industries","Netherlands","LyondellBasell Industries",95000,41500,53500,2022
"2322","Maersk Inc (AP Moller-Maersk)","Denmark","AP Moller-Maersk",60500,29500,31000,2022
"2323","Mallinckrodt Pharmaceuticals","UK","Mallinckrodt Plc",500,4500,-4000,2022
"2324","Maxar Technologies (Maxar Technologies)","Canada","Maxar Technologies",173500,93000,78000,2022
"2325","MBDA Inc","UK","MBDA",1000,0,1000,2022
"2326","Medtronic Inc","Ireland","Medtronic Plc",225000,119000,106000,2022
"2327","Mercedes-Benz USA (Daimler AG)","Germany","Daimler AG",3500,0,3500,2022
"2328","Messer North America","Germany","Messer Group",28500,12000,16500,2022
"2329","Mitsubishi Power","Japan","Mitsubishi Power",1000,0,1000,2022
"2330","Molson Coors Beverage Co (Molson Coors Brewing)","Canada","Molson Coors Brewing",77500,23000,54500,2022
"2331","MUFG Americas","Japan","Mitsubishi UFJ Financial Group",0,0,0,2022
"2332","Munich American Reassurance","Germany","Munich Re Group",12500,5000,7500,2022
"2333","Nammo Inc (Nammo AS)","Norway","Nammo AS",9000,2000,7000,2022
"2334","National Grid USA (National Grid plc)","UK","National Grid plc",58500,49500,9000,2022
"2335","Nestle Purina PetCare (Nestle SA)","Switzerland","Nestle SA",0,0,0,2022
"2336","Nomura Holding America","Japan","Nomura Holdings",49500,19500,30000,2022
"2337","NOVA Chemicals","United Arab Emirates","International Petroleum Investment Co",0,0,0,2022
"2338","Novartis Corp (Novartis AG)","Switzerland","Novartis AG",281500,159500,122000,2022
"2339","Novo Nordisk","Denmark","Novo Nordisk A/S",288250,147250,141000,2022
"2340","Novocure Inc","UK","Novocure",94500,46000,48500,2022
"2341","Nutrien Ag Solutions","Canada","Nutrien Ltd",46500,15000,31500,2022
"2342","Otsuka America (Otsuka Pharmaceutical)","Japan","Otsuka Pharmaceutical",125500,71500,54000,2022
"2343","Permobil Inc (Investor AB)","Sweden","Investor AB",1000,1000,0,2022
"2344","Pernod Ricard USA","France","Pernod Ricard SA",27000,13500,13500,2022
"2345","Pharmavite LLC (Otsuka Pharmaceutical)","Japan","Otsuka Pharmaceutical",94500,50000,44500,2022
"2346","Philips Electronics North America (Philips)","Netherlands","Philips",119750,54250,65500,2022
"2347","Prime Policy Group (WPP Group)","UK","WPP Group",42750,24500,18250,2022
"2348","Protective Life Corp (Dai-Ichi Life)","Japan","Dai-Ichi Life",177000,46500,130500,2022
"2349","Purpose Financial (Grupo Salinas)","Mexico","Grupo Salinas",46500,18500,28000,2022
"2350","Putnam Investments (Power Financial Corp)","Canada","Power Financial Corp",11500,5500,6000,2022
"2351","RBC Bank (Royal Bank of Canada)","Canada","Royal Bank of Canada",91500,45000,46500,2022
"2352","Recurrent Energy","Canada","Canadian Solar",13900,9900,4000,2022
